Rating,Komentar,Review,text_clean,text_CaseFolding,text_Tokenized,text_Stopwords,text_Stemmed,text_normalized_stemmed
5,mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,mantap
1,apk jelek gabisa di buka,apk jelek gabisa di buka,apk jelek gabisa di buka,apk jelek gabisa di buka,"['apk', 'jelek', 'gabisa', 'di', 'buka']","['apk', 'jelek', 'gabisa', 'buka']",apk jelek gabisa buka,aplikasi jelek gabisa buka
5,thanks you untuk yang berusaha developer membuat aplikasi capcut-editor video,thanks you untuk yang berusaha developer membuat aplikasi capcut-editor video,thanks you untuk yang berusaha developer membuat aplikasi capcuteditor video,thanks you untuk yang berusaha developer membuat aplikasi capcuteditor video,"['thanks', 'you', 'untuk', 'yang', 'berusaha', 'developer', 'membuat', 'aplikasi', 'capcuteditor', 'video']","['thanks', 'you', 'berusaha', 'developer', 'aplikasi', 'capcuteditor', 'video']",thanks you usaha developer aplikasi capcuteditor video,thanks you usaha developer aplikasi capcuteditor video
5,bagus tapi banyak iklan,bagus tapi banyak iklan,bagus tapi banyak iklan,bagus tapi banyak iklan,"['bagus', 'tapi', 'banyak', 'iklan']","['bagus', 'iklan']",bagus iklan,bagus iklan
1,banyak banget bug dh semua di pro in lagi ditambah setiap mau ekspor iklan dan setelah iklan kagak bisa ke ekspor sungguh buang buang waktu lu mentang mentang dah sukses jan se enak ny dong,banyak banget bug dh semua di pro in lagi ditambah setiap mau ekspor iklan dan setelah iklan kagak bisa ke ekspor sungguh buang buang waktu lu mentang mentang dah sukses jan se enak ny dong,banyak banget bug dh semua di pro in lagi ditambah setiap mau ekspor iklan dan setelah iklan kagak bisa ke ekspor sungguh buang buang waktu lu mentang mentang dah sukses jan se enak ny dong,banyak banget bug dh semua di pro in lagi ditambah setiap mau ekspor iklan dan setelah iklan kagak bisa ke ekspor sungguh buang buang waktu lu mentang mentang dah sukses jan se enak ny dong,"['banyak', 'banget', 'bug', 'dh', 'semua', 'di', 'pro', 'in', 'lagi', 'ditambah', 'setiap', 'mau', 'ekspor', 'iklan', 'dan', 'setelah', 'iklan', 'kagak', 'bisa', 'ke', 'ekspor', 'sungguh', 'buang', 'buang', 'waktu', 'lu', 'mentang', 'mentang', 'dah', 'sukses', 'jan', 'se', 'enak', 'ny', 'dong']","['banget', 'bug', 'dh', 'pro', 'in', 'ditambah', 'ekspor', 'iklan', 'iklan', 'kagak', 'ekspor', 'sungguh', 'buang', 'buang', 'lu', 'mentang', 'mentang', 'dah', 'sukses', 'jan', 'enak', 'ny']",banget bug dh pro in tambah ekspor iklan iklan kagak ekspor sungguh buang buang lu mentang mentang dah sukses jan enak ny,banget bug pro tambah ekspor iklan iklan kagak ekspor sunguh buang buang mentang mentang dah sukses jan enak
1,"aplikasi rampok, dana saya terpotong otomatis, tolong kembalikan saldo rana saya","aplikasi rampok, dana saya terpotong otomatis, tolong kembalikan saldo rana saya",aplikasi rampok dana saya terpotong otomatis tolong kembalikan saldo rana saya,aplikasi rampok dana saya terpotong otomatis tolong kembalikan saldo rana saya,"['aplikasi', 'rampok', 'dana', 'saya', 'terpotong', 'otomatis', 'tolong', 'kembalikan', 'saldo', 'rana', 'saya']","['aplikasi', 'rampok', 'dana', 'terpotong', 'otomatis', 'tolong', 'kembalikan', 'saldo', 'rana']",aplikasi rampok dana potong otomatis tolong kembali saldo rana,aplikasi rampok dana potong otomatis tolong kembali saldo rana
5,"pengen download, tp ga bisaaa","pengen download, tp ga bisaaa",pengen download tp ga bisaaa,pengen download tp ga bisaaa,"['pengen', 'download', 'tp', 'ga', 'bisaaa']","['pengen', 'download', 'tp', 'ga', 'bisaaa']",ken download tp ga bisaaa,ken download gak bisa
3,dulu aku sering pake aplikasi ini cuman apa ya kaya banyak iklan gtu kurangi yah,dulu aku sering pake aplikasi ini cuman apa ya kaya banyak iklan gtu kurangi yah,dulu aku sering pake aplikasi ini cuman apa ya kaya banyak iklan gtu kurangi yah,dulu aku sering pake aplikasi ini cuman apa ya kaya banyak iklan gtu kurangi yah,"['dulu', 'aku', 'sering', 'pake', 'aplikasi', 'ini', 'cuman', 'apa', 'ya', 'kaya', 'banyak', 'iklan', 'gtu', 'kurangi', 'yah']","['pake', 'aplikasi', 'cuman', 'ya', 'kaya', 'iklan', 'gtu', 'kurangi', 'yah']",pake aplikasi cuman ya kaya iklan gtu kurang yah,pake aplikasi cuman kaya iklan gtu kurang yah
1,"banyak pro nya + banyak iklan nya, ga kaya dulu","banyak pro nya + banyak iklan nya, ga kaya dulu",banyak pro nya  banyak iklan nya ga kaya dulu,banyak pro nya  banyak iklan nya ga kaya dulu,"['banyak', 'pro', 'nya', 'banyak', 'iklan', 'nya', 'ga', 'kaya', 'dulu']","['pro', 'nya', 'iklan', 'nya', 'ga', 'kaya']",pro nya iklan nya ga kaya,pro nya iklan nya gak kaya
5,huvg,huvg,huvg,huvg,['huvg'],['huvg'],huvg,huvg
4,bagus si bagus tapi lagi liat kiat yang bagus gak bisa ko ada vidio lamabat gitu gimana ya,bagus si bagus tapi lagi liat kiat yang bagus gak bisa ko ada vidio lamabat gitu gimana ya,bagus si bagus tapi lagi liat kiat yang bagus gak bisa ko ada vidio lamabat gitu gimana ya,bagus si bagus tapi lagi liat kiat yang bagus gak bisa ko ada vidio lamabat gitu gimana ya,"['bagus', 'si', 'bagus', 'tapi', 'lagi', 'liat', 'kiat', 'yang', 'bagus', 'gak', 'bisa', 'ko', 'ada', 'vidio', 'lamabat', 'gitu', 'gimana', 'ya']","['bagus', 'si', 'bagus', 'liat', 'kiat', 'bagus', 'gak', 'ko', 'vidio', 'lamabat', 'gitu', 'gimana', 'ya']",bagus si bagus liat kiat bagus gak ko vidio lamabat gitu gimana ya,bagus bagus liat kiat bagus gak vidio lamabat gitu gimana
1,"everything is pro, now i hate this app","everything is pro, now i hate this app",everything is pro now i hate this app,everything is pro now i hate this app,"['everything', 'is', 'pro', 'now', 'i', 'hate', 'this', 'app']","['everything', 'is', 'pro', 'now', 'i', 'hate', 'this', 'app']",everything is pro now i hate this app,everything pro now hate this
1,gᥲk ᑲіsᥲ ძі ძ᥆ᥕᥣ᥆ᥲძ ᥣᥲgі ⍴ᥲძᥲһᥲᥣ ⍴ᥲkᥱ ᥕі𝖿і?!,gᥲk ᑲіsᥲ ძі ძ᥆ᥕᥣ᥆ᥲძ ᥣᥲgі ⍴ᥲძᥲһᥲᥣ ⍴ᥲkᥱ ᥕі𝖿і?!,gk s   g  k ,gk s   g  k ,"['gk', 's', 'g', 'k']","['gk', 's', 'g', 'k']",gk s g k,gak
1,tdk bisa di download!!,tdk bisa di download!!,tdk bisa di download,tdk bisa di download,"['tdk', 'bisa', 'di', 'download']","['tdk', 'download']",tdk download,tdk download
1,aplikasi nya sekarang banyak iklannya,aplikasi nya sekarang banyak iklannya,aplikasi nya sekarang banyak iklannya,aplikasi nya sekarang banyak iklannya,"['aplikasi', 'nya', 'sekarang', 'banyak', 'iklannya']","['aplikasi', 'nya', 'iklannya']",aplikasi nya iklan,aplikasi nya iklan
2,"kenapa sih setiap mau download selalu gabisa padahal ruang penyimpanan hp ku udah kosong, tetep gabisa,trus muncul notif ""bersihkan ruang penyimpanan anda"" Pdhl aku udah bersihin","kenapa sih setiap mau download selalu gabisa padahal ruang penyimpanan hp ku udah kosong, tetep gabisa,trus muncul notif ""bersihkan ruang penyimpanan anda"" Pdhl aku udah bersihin",kenapa sih setiap mau download selalu gabisa padahal ruang penyimpanan hp ku udah kosong tetep gabisatrus muncul notif bersihkan ruang penyimpanan anda Pdhl aku udah bersihin,kenapa sih setiap mau download selalu gabisa padahal ruang penyimpanan hp ku udah kosong tetep gabisatrus muncul notif bersihkan ruang penyimpanan anda pdhl aku udah bersihin,"['kenapa', 'sih', 'setiap', 'mau', 'download', 'selalu', 'gabisa', 'padahal', 'ruang', 'penyimpanan', 'hp', 'ku', 'udah', 'kosong', 'tetep', 'gabisatrus', 'muncul', 'notif', 'bersihkan', 'ruang', 'penyimpanan', 'anda', 'pdhl', 'aku', 'udah', 'bersihin']","['sih', 'download', 'gabisa', 'ruang', 'penyimpanan', 'hp', 'ku', 'udah', 'kosong', 'tetep', 'gabisatrus', 'muncul', 'notif', 'bersihkan', 'ruang', 'penyimpanan', 'pdhl', 'udah', 'bersihin']",sih download gabisa ruang simpan hp ku udah kosong tetep gabisatrus muncul notif sih ruang simpan pdhl udah bersihin,sih download gabisa ruang simpan udah kosong tetep gabisatrus muncul notif sih ruang simpan padahal udah bersihin
5,aplikasinya bagus dan aplikasi nya mudah digunakan,aplikasinya bagus dan aplikasi nya mudah digunakan,aplikasinya bagus dan aplikasi nya mudah digunakan,aplikasinya bagus dan aplikasi nya mudah digunakan,"['aplikasinya', 'bagus', 'dan', 'aplikasi', 'nya', 'mudah', 'digunakan']","['aplikasinya', 'bagus', 'aplikasi', 'nya', 'mudah']",aplikasi bagus aplikasi nya mudah,aplikasi bagus aplikasi nya mudah
5,Makasih ya capcut kalo gk ada kamu gimana aku ngedit hahahahhahhahaha..................,Makasih ya capcut kalo gk ada kamu gimana aku ngedit hahahahhahhahaha..................,Makasih ya capcut kalo gk ada kamu gimana aku ngedit hahahahhahhahaha,makasih ya capcut kalo gk ada kamu gimana aku ngedit hahahahhahhahaha,"['makasih', 'ya', 'capcut', 'kalo', 'gk', 'ada', 'kamu', 'gimana', 'aku', 'ngedit', 'hahahahhahhahaha']","['makasih', 'ya', 'capcut', 'kalo', 'gk', 'gimana', 'ngedit', 'hahahahhahhahaha']",makasih ya capcut kalo gk gimana ngedit hahahahhahhahaha,makasih capcut kalo gak gimana ngedit hahahahahahaha
1,ribet,ribet,ribet,ribet,['ribet'],['ribet'],ribet,ribet
5,ini bagus bgt sih bisa ngedit apapun yang kita mau,ini bagus bgt sih bisa ngedit apapun yang kita mau,ini bagus bgt sih bisa ngedit apapun yang kita mau,ini bagus bgt sih bisa ngedit apapun yang kita mau,"['ini', 'bagus', 'bgt', 'sih', 'bisa', 'ngedit', 'apapun', 'yang', 'kita', 'mau']","['bagus', 'bgt', 'sih', 'ngedit', 'apapun']",bagus bgt sih ngedit apa,bagus banget sih ngedit apa
1,"capcut makin kesini makin makin ya jadi nya, makanya aku udh gamau pake apk ini lagi berbayar, iklan, dan lama, ga kaya dulu, kasian sama anak pelajar yang uang nya pas pasan","capcut makin kesini makin makin ya jadi nya, makanya aku udh gamau pake apk ini lagi berbayar, iklan, dan lama, ga kaya dulu, kasian sama anak pelajar yang uang nya pas pasan",capcut makin kesini makin makin ya jadi nya makanya aku udh gamau pake apk ini lagi berbayar iklan dan lama ga kaya dulu kasian sama anak pelajar yang uang nya pas pasan,capcut makin kesini makin makin ya jadi nya makanya aku udh gamau pake apk ini lagi berbayar iklan dan lama ga kaya dulu kasian sama anak pelajar yang uang nya pas pasan,"['capcut', 'makin', 'kesini', 'makin', 'makin', 'ya', 'jadi', 'nya', 'makanya', 'aku', 'udh', 'gamau', 'pake', 'apk', 'ini', 'lagi', 'berbayar', 'iklan', 'dan', 'lama', 'ga', 'kaya', 'dulu', 'kasian', 'sama', 'anak', 'pelajar', 'yang', 'uang', 'nya', 'pas', 'pasan']","['capcut', 'kesini', 'ya', 'nya', 'udh', 'gamau', 'pake', 'apk', 'berbayar', 'iklan', 'ga', 'kaya', 'kasian', 'anak', 'pelajar', 'uang', 'nya', 'pas', 'pasan']",capcut kesini ya nya udh gamau pake apk bayar iklan ga kaya kasi anak ajar uang nya pas pas,capcut kesini nya udh gamau pake aplikasi bayar iklan gak kaya kasi anak ajar uang nya pas pas
1,awal'a suka dengan aplikasi ini tapi sekarang nyebelin iklan'a terlalu banyak,awal'a suka dengan aplikasi ini tapi sekarang nyebelin iklan'a terlalu banyak,awala suka dengan aplikasi ini tapi sekarang nyebelin iklana terlalu banyak,awala suka dengan aplikasi ini tapi sekarang nyebelin iklana terlalu banyak,"['awala', 'suka', 'dengan', 'aplikasi', 'ini', 'tapi', 'sekarang', 'nyebelin', 'iklana', 'terlalu', 'banyak']","['awala', 'suka', 'aplikasi', 'nyebelin', 'iklana']",awala suka aplikasi nyebelin iklana,awala suka aplikasi nyebelin iklana
2,menurut saya sudah bagus untuk ngedit tapi tolong dong.. kenapa semua efek/animasi harus berbayar ya?.. tolong hargai.. kasian orang yang gak terlalu mampu... termasuk saya capcut kami mohon agar capcut bisa kembali seperti dulu 💔,menurut saya sudah bagus untuk ngedit tapi tolong dong.. kenapa semua efek/animasi harus berbayar ya?.. tolong hargai.. kasian orang yang gak terlalu mampu... termasuk saya capcut kami mohon agar capcut bisa kembali seperti dulu 💔,menurut saya sudah bagus untuk ngedit tapi tolong dong kenapa semua efekanimasi harus berbayar ya tolong hargai kasian orang yang gak terlalu mampu termasuk saya capcut kami mohon agar capcut bisa kembali seperti dulu ,menurut saya sudah bagus untuk ngedit tapi tolong dong kenapa semua efekanimasi harus berbayar ya tolong hargai kasian orang yang gak terlalu mampu termasuk saya capcut kami mohon agar capcut bisa kembali seperti dulu ,"['menurut', 'saya', 'sudah', 'bagus', 'untuk', 'ngedit', 'tapi', 'tolong', 'dong', 'kenapa', 'semua', 'efekanimasi', 'harus', 'berbayar', 'ya', 'tolong', 'hargai', 'kasian', 'orang', 'yang', 'gak', 'terlalu', 'mampu', 'termasuk', 'saya', 'capcut', 'kami', 'mohon', 'agar', 'capcut', 'bisa', 'kembali', 'seperti', 'dulu']","['bagus', 'ngedit', 'tolong', 'efekanimasi', 'berbayar', 'ya', 'tolong', 'hargai', 'kasian', 'orang', 'gak', 'capcut', 'mohon', 'capcut']",bagus ngedit tolong efekanimasi bayar ya tolong harga kasi orang gak capcut mohon capcut,bagus ngedit tolong efekanimasi bayar tolong harga kasi orang gak capcut mohon capcut
3,"saya ingin semua ny geratiss,, tapi aplikasi in sangat hebat ngedit gak pake lama karena ad tempat nya","saya ingin semua ny geratiss,, tapi aplikasi in sangat hebat ngedit gak pake lama karena ad tempat nya",saya ingin semua ny geratiss tapi aplikasi in sangat hebat ngedit gak pake lama karena ad tempat nya,saya ingin semua ny geratiss tapi aplikasi in sangat hebat ngedit gak pake lama karena ad tempat nya,"['saya', 'ingin', 'semua', 'ny', 'geratiss', 'tapi', 'aplikasi', 'in', 'sangat', 'hebat', 'ngedit', 'gak', 'pake', 'lama', 'karena', 'ad', 'tempat', 'nya']","['ny', 'geratiss', 'aplikasi', 'in', 'hebat', 'ngedit', 'gak', 'pake', 'ad', 'nya']",ny geratiss aplikasi in hebat ngedit gak pake ad nya,geratis aplikasi hebat ngedit gak pake nya
2,Apk kon###,Apk kon###,Apk kon,apk kon,"['apk', 'kon']","['apk', 'kon']",apk kon,aplikasi kon
5,aplikasi ini juga bisa digunakan sebagai bahan konten jadi saya bisa kasi bintang 5,aplikasi ini juga bisa digunakan sebagai bahan konten jadi saya bisa kasi bintang 5,aplikasi ini juga bisa digunakan sebagai bahan konten jadi saya bisa kasi bintang ,aplikasi ini juga bisa digunakan sebagai bahan konten jadi saya bisa kasi bintang ,"['aplikasi', 'ini', 'juga', 'bisa', 'digunakan', 'sebagai', 'bahan', 'konten', 'jadi', 'saya', 'bisa', 'kasi', 'bintang']","['aplikasi', 'bahan', 'konten', 'kasi', 'bintang']",aplikasi bahan konten kasi bintang,aplikasi bahan konten kasi bintang
5,sangat bagusssss dan semua jj nya asikk dan kerenn,sangat bagusssss dan semua jj nya asikk dan kerenn,sangat bagusssss dan semua jj nya asikk dan kerenn,sangat bagusssss dan semua jj nya asikk dan kerenn,"['sangat', 'bagusssss', 'dan', 'semua', 'jj', 'nya', 'asikk', 'dan', 'kerenn']","['bagusssss', 'jj', 'nya', 'asikk', 'kerenn']",bagusssss jj nya asikk kerenn,bagus nya asik keren
1,gak bisa slowmo patah²×,gak bisa slowmo patah²×,gak bisa slowmo patah,gak bisa slowmo patah,"['gak', 'bisa', 'slowmo', 'patah']","['gak', 'slowmo', 'patah']",gak slowmo patah,gak slowmo patah
2,ada bug audio padhl ad suaranya ps ngedit hilang 🦵👎,ada bug audio padhl ad suaranya ps ngedit hilang 🦵👎,ada bug audio padhl ad suaranya ps ngedit hilang ,ada bug audio padhl ad suaranya ps ngedit hilang ,"['ada', 'bug', 'audio', 'padhl', 'ad', 'suaranya', 'ps', 'ngedit', 'hilang']","['bug', 'audio', 'padhl', 'ad', 'suaranya', 'ps', 'ngedit', 'hilang']",bug audio padhl ad suara ps ngedit hilang,bug audio padhl suara ngedit hilang
1,aplikasi ini tidak bisa di download jadi aku kasih bintang 1,aplikasi ini tidak bisa di download jadi aku kasih bintang 1,aplikasi ini tidak bisa di download jadi aku kasih bintang ,aplikasi ini tidak bisa di download jadi aku kasih bintang ,"['aplikasi', 'ini', 'tidak', 'bisa', 'di', 'download', 'jadi', 'aku', 'kasih', 'bintang']","['aplikasi', 'download', 'kasih', 'bintang']",aplikasi download kasih bintang,aplikasi download kasih bintang
5,enak sangat,enak sangat,enak sangat,enak sangat,"['enak', 'sangat']",['enak'],enak,enak
1,"sekarang capcut banyak sekali iklan, apa apa iklan bahkan kadang iklannya lama dan sekarang banyak fitur yg dibatasi dan disuruh bayar pdhl dulu tidak seperti ini, dulu saya sangat suka memakai aplikasi ini tapi sekarang jadi males","sekarang capcut banyak sekali iklan, apa apa iklan bahkan kadang iklannya lama dan sekarang banyak fitur yg dibatasi dan disuruh bayar pdhl dulu tidak seperti ini, dulu saya sangat suka memakai aplikasi ini tapi sekarang jadi males",sekarang capcut banyak sekali iklan apa apa iklan bahkan kadang iklannya lama dan sekarang banyak fitur yg dibatasi dan disuruh bayar pdhl dulu tidak seperti ini dulu saya sangat suka memakai aplikasi ini tapi sekarang jadi males,sekarang capcut banyak sekali iklan apa apa iklan bahkan kadang iklannya lama dan sekarang banyak fitur yg dibatasi dan disuruh bayar pdhl dulu tidak seperti ini dulu saya sangat suka memakai aplikasi ini tapi sekarang jadi males,"['sekarang', 'capcut', 'banyak', 'sekali', 'iklan', 'apa', 'apa', 'iklan', 'bahkan', 'kadang', 'iklannya', 'lama', 'dan', 'sekarang', 'banyak', 'fitur', 'yg', 'dibatasi', 'dan', 'disuruh', 'bayar', 'pdhl', 'dulu', 'tidak', 'seperti', 'ini', 'dulu', 'saya', 'sangat', 'suka', 'memakai', 'aplikasi', 'ini', 'tapi', 'sekarang', 'jadi', 'males']","['capcut', 'iklan', 'iklan', 'kadang', 'iklannya', 'fitur', 'yg', 'dibatasi', 'disuruh', 'bayar', 'pdhl', 'suka', 'memakai', 'aplikasi', 'males']",capcut iklan iklan kadang iklan fitur yg batas suruh bayar pdhl suka pakai aplikasi males,capcut iklan iklan kadang iklan fitur yang batas suruh bayar padahal suka pakai aplikasi males
2,gatau kenapa sekarang kali edit/template JJ fotonya jadi blur,gatau kenapa sekarang kali edit/template JJ fotonya jadi blur,gatau kenapa sekarang kali edittemplate JJ fotonya jadi blur,gatau kenapa sekarang kali edittemplate jj fotonya jadi blur,"['gatau', 'kenapa', 'sekarang', 'kali', 'edittemplate', 'jj', 'fotonya', 'jadi', 'blur']","['gatau', 'kali', 'edittemplate', 'jj', 'fotonya', 'blur']",gatau kali edittemplate jj foto blur,gatau kali editemplate foto blur
5,mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,mantap
1,tll apk budug admin mata duitan,tll apk budug admin mata duitan,tll apk budug admin mata duitan,tll apk budug admin mata duitan,"['tll', 'apk', 'budug', 'admin', 'mata', 'duitan']","['tll', 'apk', 'budug', 'admin', 'mata', 'duitan']",tll apk budug admin mata duit,aplikasi budug admin mata duit
1,ok,ok,ok,ok,['ok'],['ok'],ok,
5,sangat bgus,sangat bgus,sangat bgus,sangat bgus,"['sangat', 'bgus']",['bgus'],bgus,bgus
5,aplikasi yang bagus,aplikasi yang bagus,aplikasi yang bagus,aplikasi yang bagus,"['aplikasi', 'yang', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus,aplikasi bagus
1,"kikir bgt jir, makin lama makin banyak PRO","kikir bgt jir, makin lama makin banyak PRO",kikir bgt jir makin lama makin banyak PRO,kikir bgt jir makin lama makin banyak pro,"['kikir', 'bgt', 'jir', 'makin', 'lama', 'makin', 'banyak', 'pro']","['kikir', 'bgt', 'jir', 'pro']",kikir bgt jir pro,kikir banget jir pro
1,dikit dikit iklan,dikit dikit iklan,dikit dikit iklan,dikit dikit iklan,"['dikit', 'dikit', 'iklan']","['dikit', 'dikit', 'iklan']",dikit dikit iklan,dikit dikit iklan
5,Sanga seru,Sanga seru,Sanga seru,sanga seru,"['sanga', 'seru']","['sanga', 'seru']",sanga seru,sanga seru
4,banyak iklan 'udah itu yang lain nya jj bagus,banyak iklan 'udah itu yang lain nya jj bagus,banyak iklan udah itu yang lain nya jj bagus,banyak iklan udah itu yang lain nya jj bagus,"['banyak', 'iklan', 'udah', 'itu', 'yang', 'lain', 'nya', 'jj', 'bagus']","['iklan', 'udah', 'nya', 'jj', 'bagus']",iklan udah nya jj bagus,iklan udah nya bagus
